Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Date Read,Date Added,Bookshelves,Exclusive Shelf,Original Purchase Date
7809824,Introduction to Logic,Irving M. Copi,Copi  Irving M.,Carl Cohen,23250356,9780023250354,0,4.05,Routledge,Paperback,569,1990,empty,7/4/2011,mathematics|logic|reference-only|own,reference-only,empty
3356804,Calculus With Analytic Geometry,Earl W. Swokowski,Swokowski  Earl W.,empty,087150443X,9780871504432,0,4,Brooks Cole,Hardcover,74,1984,empty,7/4/2011,mathematics|calculus|reference-only|own,reference-only,empty
469851,Introduction to Game Theory,Peter Morris,Morris  Peter,empty,038794284X,9780387942841,0,3.67,Springer,Paperback,252,1994,empty,7/4/2011,mathematics|decision-theory|game-theory|reference-only|own,reference-only,empty
593617,Schaum's Outline of Combinatorics,V.K. Balakrishnan,Balakrishnan  V.K.,empty,007003575X,9780070035751,0,4.25,McGraw-Hill Education,Paperback,208,1994,empty,7/4/2011,mathematics|combinatorics|reference-only|own,reference-only,empty
5504890,Elementary Number Theory and Its Applications,Kenneth H. Rosen,Rosen  Kenneth H.,empty,201119587,9780201119589,0,4.04,Addison Wesley Publishing Company,Hardcover,466,1988,empty,7/4/2011,to-read|mathematics|number-theory|own,to-read,empty
641870,Theory of Numbers,Andrew Adler,Adler  Andrew,empty,867204729,9780867204728,0,4,Jones & Bartlett Publishers,Unknown Binding,360,1995,empty,7/4/2011,number-theory|mathematics|to-read|own,to-read,empty
331105,Schaum's Outline of Numerical Analysis,Francis Scheid,Scheid  Francis,empty,70552215,9780070552210,0,3.69,McGraw-Hill Education,Paperback,480,1989,empty,7/4/2011,mathematics|numerical-analysis|own|reference-only,reference-only,empty
4064478,Numerical Methods For Engineers,Steven C. Chapra,Chapra  Steven C.,Raymond P. Canale,70799849,9780070799844,0,3.79,McGraw-Hill Companies,Hardcover,812,empty,empty,7/4/2011,mathematics|reference-only|own|numerical-analysis,reference-only,empty
606387,Schaum's Outline of Operations Research,Richard Bronson,Bronson  Richard,Govindasami Naadimuthu,70080208,9780070080201,0,3.66,McGraw-Hill Education,Paperback,480,1997,empty,7/4/2011,mathematics|operations-research|reference-only|own,reference-only,empty
175530,Game Theory for Applied Economists,Robert Gibbons,Gibbons  Robert,empty,691003955,9780691003955,0,3.75,Princeton University Press,Paperback,288,1992,empty,7/4/2011,mathematics|game-theory|reference-only|own,reference-only,empty
129483,Schaum's Outline Of Theory And Problems Of Discrete Mathematics,Seymour Lipschutz,Lipschutz  Seymour,empty,70380457,9780070380455,0,3.42,empty,empty,empty,empty,empty,7/4/2011,mathematics|discrete-mathematics|reference-only|own,reference-only,empty
3515073,Introduction to Operations Research,Frederick S. Hillier,Hillier  Frederick S.,Gerald J. Lieberman,78414474,9780078414473,0,3.87,McGraw-Hill Companies,Hardcover,998,1995,empty,7/4/2011,mathematics|operations-research|reference-only|own,reference-only,empty
5608605,Student supplement to accompany Swokowski's calculus with analytic geometry,Thomas A. Bronikowski,Bronikowski  Thomas A.,empty,871504464,9780871504463,0,5,PWS Publishers,Unknown Binding,empty,1984,empty,7/4/2011,calculus|mathematics|reference-only|own,reference-only,empty
383087,Mathematics: From the Birth of Numbers,Jan Gullberg,Gullberg  Jan,Peter J. Hilton,039304002X,9780393040029,0,4.18,W. W. Norton  Company,Paperback,1093,1997,empty,7/3/2011,to-read|mathematics|own,to-read,empty
326148,A History of Mathematics,Carl B. Boyer,Boyer  Carl B.,Uta C. Merzbach  Isaac Asimov,471543977,9780471543978,0,4.02,Wiley,Paperback,736,1991,empty,7/3/2011,to-read|mathematics|history|own,to-read,empty
3339264,The Penguin Dictionary of Mathematics,John Daintith,Daintith  John,R.D.  Nelson,140511199,9780140511192,0,3.5,Puffin,Paperback,352,1989,empty,7/3/2011,mathematics|dictionary|reference-only|own,reference-only,empty
3636291,Electric Circuits,James W. Nilsson,Nilsson  James W.,empty,201126958,9780201126952,0,3.67,Addison Wesley Publishing Company,Hardcover,860,1985,empty,7/3/2011,electrical-engineering|reference-only|own,reference-only,empty
11939354,Statistical Procedures and Their Mathematical Bases,Charles Clinton Peters,Peters  Charles Clinton,Walter R. Van Voorhis,empty,empty,0,0,McGraw-Hill,Hardcover,516,1940,empty,7/3/2011,mathematics|statistics|reference-only|own,reference-only,empty
973153,Liege-Killer,Christopher Hinz,Hinz  Christopher,empty,312900562,9780312900564,5,4.18,St. Martin's Press,Paperback,0,1988,1/1/1988,7/3/2011,fiction|own|sci-fi,read,empty
2071683,All Together Dead (Sookie Stackhouse  #7),Charlaine Harris,Harris  Charlaine,empty,441015816,9780441015818,4,4.05,Ace Books,Mass Market Paperback,342,2008,8/9/2011,7/3/2011,fiction|own|horror,read,empty
3225490,The Penguin Book of Curious and Interesting Mathematics,David G. Wells,Wells  David G.,empty,140236031,9780140236033,3,3.61,Penguin Books,Paperback,336,1997,12/16/2011,7/3/2011,mathematics|popular-works|own,read,empty
1036322,Sims,F. Paul Wilson,Wilson  F. Paul,empty,765344637,9780765344632,3,3.76,Forge Books,Paperback,512,2004,3/21/2013,7/3/2011,fiction|own|fantasy|sci-fi,read,empty
7493943,Why Don't Students Like School?: A Cognitive Scientist Answers Questions about How the Mind Works and What It Means for the Classroom,Daniel T. Willingham,Willingham  Daniel T.,empty,047059196X,9780470591963,0,3.97,Jossey-Bass,Paperback,228,2010,empty,7/2/2011,science|education|to-read|own,to-read,empty
245591,Guiding Lights: The People Who Lead Us Toward Our Purpose in Life,Eric Liu,Liu  Eric,empty,375508635,9780375508639,0,3.64,Random House,Hardcover,240,2004,empty,7/2/2011,self-help|to-read|own,to-read,empty
6650254,Happiness at Work: Be Resilient  Motivated  and Successful - No Matter What,Srikumar S. Rao,Rao  Srikumar S.,empty,71664327,9780071664325,0,3.89,McGraw-Hill,Hardcover,256,2010,empty,7/2/2011,self-help|to-read|own,to-read,empty
266621,One Small Step Can Change Your Life: The Kaizen Way,Robert Maurer,Maurer  Robert,empty,empty,9780761129233,1,4.07,Workman Publishing,Hardcover,182,2004,7/19/2011,7/2/2011,self-help|own,read,empty
103592,Thinking Strategically: The Competitive Edge in Business  Politics  and Everyday Life,Avinash K. Dixit,Dixit  Avinash K.,Barry J. Nalebuff,393310353,9780393310351,0,3.96,W. W. Norton  Company,Paperback,416,1993,empty,7/2/2011,to-read|decision-theory|mathematics|game-theory|own,to-read,empty
11930383,A Mathematical Approach To Economic Analysis,Peter Toumanoff,Toumanoff  Peter,Farrokh Nourzad  Toumanoff,314028188,9780314028181,0,4.8,West Publishing Company,Hardcover,476,empty,empty,7/2/2011,mathematics|economics|mathematical-economics|reference-only|own,reference-only,empty
3682467,Mathematical Methods for Introductory Physics with Calculus,Ronald C. Davidson,Davidson  Ronald C.,empty,721629199,9780721629193,0,2,W.B. Saunders Company,Unknown Binding,232,1980,empty,7/2/2011,mathematics|calculus|physics|reference-only|own,reference-only,empty
1448369,Calculated Risks: How to Know When Numbers Deceive You,Gerd Gigerenzer,Gigerenzer  Gerd,empty,743205561,9780743205566,0,3.96,Simon & Schuster,Hardcover,320,2002,empty,7/2/2011,mathematics|decision-theory|to-read|own,to-read,empty
328647,Calculus On Manifolds: A Modern Approach To Classical Theorems Of Advanced Calculus,Michael Spivak,Spivak  Michael,empty,805390219,9780805390216,0,4.24,Westview Press,Paperback,160,1971,empty,7/2/2011,mathematics|calculus|reference-only|own,reference-only,empty
3544221,Introduction to Mathematical Economics (Schaum's Outlines),Edward T. Dowling,Dowling  Edward T.,empty,70176744,9780070176744,0,4.06,Mcgraw-Hill,Paperback,448,1992,empty,7/2/2011,mathematics|economics|mathematical-economics|reference-only|own,reference-only,empty
1073412,Schaum's Outline Of Theory And Problems Of Understanding Calculus Concepts,Eli Passow,Passow  Eli,empty,70487383,9780070487383,0,4,McGraw-Hill,Paperback,empty,1996,empty,7/2/2011,mathematics|calculus|to-read|own,to-read,empty
2007558,College Mathematics for Management Life and Social Sciences,Raymond A. Barnett,Barnett  Raymond A.,empty,23062207,9780023062209,0,0,Prentice Hall,Hardcover,689,1984,empty,7/2/2011,mathematics|calculus|reference-only|own,reference-only,empty
818078,Schaum's Outline of Introduction to Mathematical Economics,Edward T. Dowling,Dowling  Edward T.,empty,007135896X,639785320586,0,4.06,McGraw-Hill,Paperback,523,2000,empty,7/2/2011,mathematics|economics|mathematical-economics|reference-only|own,reference-only,empty
619690,The Only Math Book You'll Ever Need  Revised Edition: Hundreds of Easy Solutions and Shortcuts for Mastering Everyday Numbers,Stanley Kogelman,Kogelman  Stanley,Barbara R. Heller,62725076,9780062725073,0,3.77,William Morrow Paperbacks,Paperback,288,1995,empty,7/2/2011,mathematics|consumer-math|to-read|own,to-read,empty
2896438,A Book of Abstract Algebra,Charles C. Pinter,Pinter  Charles C.,empty,70501386,9780070501386,0,4.29,McGraw-Hill Companies,Hardcover,384,1990,empty,7/2/2011,mathematics|abstract-algebra|to-read|own,to-read,empty
3990223,Elementary Differential Equations,Lyman Morse Kells,Kells  Lyman Morse,empty,empty,empty,0,3.5,empty,empty,empty,1960,empty,7/2/2011,differential-equations|mathematics|reference-only|own,reference-only,empty
1050549,Mathemagics: How to Look Like a Genius Without Really Trying,Arthur Benjamin,Benjamin  Arthur,Michael Shermer,929923545,9780929923543,0,4,Lowell House,Hardcover,218,1992,empty,7/2/2011,to-read|mathematics|mental-calculation|own,to-read,empty
818884,How to Calculate Quickly: Full Course in Speed Arithmetic,Henry Sticker,Sticker  Henry,empty,048620295X,9780486202952,0,3.83,Dover Publications,Paperback,192,1955,empty,7/2/2011,to-read|mathematics|mental-calculation|own,to-read,empty
223207,Short-Cut Math,Gerard W. Kelly,Kelly  Gerard W.,empty,486246116,9780486246116,0,3.67,Dover Publications,Paperback,128,1984,empty,7/2/2011,to-read|mathematics|mental-calculation|own,to-read,empty
612271,Dead Reckoning: Calculating Without Instruments,Ronald W. Doerfler,Doerfler  Ronald W.,empty,884150879,49764150873,0,3.94,Taylor Trade Publishing,Paperback,182,1993,empty,7/2/2011,to-read|mathematics|mental-calculation|own,to-read,empty
2691093,Math Magic: The Human Calculator Shows How to Master Everyday Math Problems in Seconds,Scott Flansburg,Flansburg  Scott,empty,60976195,9780060976194,0,3.84,Harper Perennial,Paperback,352,1994,empty,7/2/2011,to-read|mathematics|mental-calculation|own,to-read,empty
11555380,The Trachtenberg Speed System of Basic Mathematics,Ann Cutler,Cutler  Ann,Rudolph McShane,empty,empty,0,3.99,Pan,Paperback,256,1962,empty,7/2/2011,to-read|mathematics|mental-calculation|own,to-read,empty
3411615,Calculator's Cunning,Karl A. Menninger,Menninger  Karl A.,empty,713507489,9780713507485,0,4.67,Basic Books,Hardcover,130,1964,empty,7/2/2011,to-read|mathematics|mental-calculation|number-theory|own,to-read,empty
1175315,The Great Mental Calculators: The Psychology  Methods  And Lives Of Calculating Prodigies Past And Present,Steven  B. Smith,Smith  Steven B.,empty,231056419,9780231056410,0,4.57,Columbia University Press,Paperback,empty,1985,empty,7/2/2011,to-read|mathematics|mental-calculation|own,to-read,empty
1285666,Becoming a Mental Math Wizard,Jerry Lucas,Lucas  Jerry,empty,1558702164,9781558702165,0,4.67,Shoe Tree Press,Paperback,191,1991,empty,7/2/2011,to-read|mathematics|mental-calculation|own,to-read,empty
1961632,How to Read and Do Proofs: An Introduction to Mathematical Thought Processes,Daniel Solow,Solow  Daniel,empty,471510041,9780471510048,0,3.8,Wiley,Paperback,264,1990,empty,7/2/2011,mathematics|proof-methods|reference-only|own,reference-only,empty
2017059,How to Prove It: A Structured Approach,Daniel J. Velleman,Velleman  Daniel J.,empty,521446635,9780521446631,0,4.2,Cambridge University Press,Paperback,319,1994,empty,7/2/2011,mathematics|proof-methods|reference-only|own,reference-only,empty
6633610,Linear Algebra: Examples and Applications,Alain M. Robert,Robert  Alain M.,empty,9812564322,9789812564320,0,0,World Scientific Publishing Company,Hardcover,372,2005,empty,7/2/2011,mathematics|linear-algebra|reference-only|own,reference-only,empty
1638948,Calculus Refresher (for Technical People),A. Albert Klaf,Klaf  A. Albert,empty,486203700,9780486203706,0,3.38,Dover Publications,Paperback,431,1956,empty,7/2/2011,calculus|mathematics|reference-only|own,reference-only,empty
4094864,The Elements of Statistical Learning: Data Mining  Inference  and Prediction,Trevor Hastie,Hastie  Trevor,Robert Tibshirani  Jerome Friedman,387848576,9780387848570,0,4.35,Springer,Hardcover,768,2009,empty,7/2/2011,computer-science|pattern-recognition|reference-only|machine-learning|own,reference-only,empty
11927265,Polynomials  Power Series  and Calculus ,Howard Levi,Levi  Howard,empty,empty,empty,0,0,Van Nostrand,Hardcover,158,1967,empty,7/2/2011,to-read|mathematical-analysis|mathematics|own,to-read,empty
76677,The Caves of Steel (Robot  #1),Isaac Asimov,Asimov  Isaac,empty,553293400,9780553293401,2,4.14,Spectra/Bantam Books,Mass Market Paperback,270,1991,4/20/2010,7/2/2011,fiction|own|fantasy|sci-fi,read,empty
2105593,Dream Baby,Bruce McAllister,McAllister  Bruce,empty,312931972,9780312931971,4,4.04,Tor Books,Hardcover,434,1989,6/30/2011,7/2/2011,fiction|own|fantasy|sci-fi,read,empty
5813813,Inside Straight (Wild Cards  #18),George R.R. Martin,Martin  George R.R.,Daniel Abraham  Michael Cassutt  Stephen Leigh  John J.  Miller  Melinda M. Snodgrass  Caroline Spector  Ian Tregillis  Carrie Vaughn  Michael Komarck,765357127,9780765357120,3,3.72,Tor Fantasy,Paperback,432,2008,8/23/2010,7/2/2011,fiction|own|sci-fi,read,empty
7353243,Masked,Lou Anders,Anders  Lou,Matthew Sturges  Mark Chadbourn  Marjorie M. Liu  Ian McDonald  Bill Willingham  James Maxey  Paul Cornell  Mike Carey  Mike Baron  Daryl Gregory  Gail Simone  Stephen Baxter  Chris Roberson  Peter David  Kathleen David  Joseph Mallozzi,1439168822,9781439168820,4,3.67,Gallery Books,Paperback,399,2010,10/8/2010,7/2/2011,fiction|own|fantasy|sci-fi,read,empty
413814,Dhampir (The Noble Dead Saga  Series 1  #1),Barb Hendee,Hendee  Barb,J.C. Hendee,451459067,9780451459060,4,3.79,Roc,Mass Market Paperback,376,2003,1/1/2005,7/2/2011,fiction|own|horror,read,empty
3475161,Turn Coat (The Dresden Files  #11),Jim Butcher,Butcher  Jim,empty,451462564,9780451462565,4,4.44,Roc,Hardcover,420,2009,8/16/2009,7/2/2011,fiction|own|horror,read,empty
6585201,Changes (The Dresden Files  #12),Jim Butcher,Butcher  Jim,empty,045146317X,9780451463173,4,4.54,Roc,Hardcover,438,2010,5/1/2010,7/2/2011,fiction|own|horror,read,empty
3456594,Small Favor (The Dresden Files  #10),Jim Butcher,Butcher  Jim,empty,451462009,9780451462008,4,4.43,Roc,Paperback,541,2009,5/31/2009,7/2/2011,fiction|own|horror,read,empty
685386,Club Dead (Sookie Stackhouse  #3),Charlaine Harris,Harris  Charlaine,empty,441010512,9780441010516,4,4.03,Ace Books,Mass Market Paperback,291,2003,7/10/2011,7/2/2011,fiction|own|horror,read,empty
11915,Broken (Women of the Otherworld  #6),Kelley Armstrong,Armstrong  Kelley,empty,553588184,9780553588187,0,4.19,Bantam,Mass Market Paperback,444,2006,empty,7/2/2011,to-read|fiction|own|horror,to-read,empty
441846,Real Murders (An Aurora Teagarden Mystery #1),Charlaine Harris,Harris  Charlaine,empty,425218716,9780425218716,2,3.66,Berkley Prime Crime Mystery,Mass Market Paperback,290,2007,7/25/2011,7/2/2011,mystery-suspense|fiction|own,read,empty
685385,Living Dead in Dallas (Sookie Stackhouse  #2),Charlaine Harris,Harris  Charlaine,empty,441009239,9780441009237,4,3.97,Ace Books,Mass Market Paperback,291,2002,7/3/2011,7/2/2011,fiction|own|horror,read,empty
45020,Shakespeare's Landlord (Lily Bard  #1),Charlaine Harris,Harris  Charlaine,empty,425206866,9780425206867,0,3.76,Berkley,Paperback,216,2005,empty,7/2/2011,mystery-suspense|fiction|to-read|own,to-read,empty
285205,Blood Bound (Mercy Thompson  #2),Patricia Briggs,Briggs  Patricia,empty,441014739,9780441014736,4,4.31,Ace,Mass Market Paperback,292,2007,7/18/2011,7/2/2011,fiction|own|horror,read,8/8/2011
190361,Obsidian Butterfly (Anita Blake  Vampire Hunter  #9),Laurell K. Hamilton,Hamilton  Laurell K.,empty,515134503,empty,3,4.08,JOVE BOOKS,Mass Market Paperback,596,2000,12/8/2010,7/2/2011,fiction|own|horror,read,empty
3274357,After Human,Michael Cross,Cross  Michael,empty,786012757,9780786012756,1,3.33,Pinnacle,Paperback,304,2004,5/23/2011,7/2/2011,fiction|own|horror,read,empty
301082,Dead Until Dark (Sookie Stackhouse  #1),Charlaine Harris,Harris  Charlaine,empty,441008534,9780441008537,4,3.96,Ace Books,Mass Market Paperback,292,2001,6/20/2011,7/2/2011,fiction|own|horror,read,empty
9020938,Ground Zero: A Repairman Jack Novel,F. Paul Wilson,Wilson  F. Paul,empty,765362791,9780765362797,4,4.1,TOR Books,Mass Market Paperback,436,2010,12/8/2010,7/2/2011,fiction|own|horror,read,empty
62552,Conspiracies (Repairman Jack  #3),F. Paul Wilson,Wilson  F. Paul,empty,812566998,9780812566994,4,4.09,Tor Books,Mass Market Paperback,416,2000,9/21/2009,7/2/2011,fiction|own|horror,read,empty
219403,The Haunted Air (Repairman Jack  #6),F. Paul Wilson,Wilson  F. Paul,empty,081255731X,9780812557312,4,4.18,TOR Books,Mass Market Paperback,518,2004,11/19/2009,7/2/2011,fiction|own|horror,read,empty
219402,Hosts (Repairman Jack  #5),F. Paul Wilson,Wilson  F. Paul,empty,081256166X,9780812561661,4,4.13,TOR Books,Mass Market Paperback,503,2003,10/30/2009,7/2/2011,fiction|own|horror,read,empty
11921,Industrial Magic (Women of the Otherworld #4),Kelley Armstrong,Armstrong  Kelley,empty,553587072,9780553587074,4,4.12,Bantam Spectra,Mass Market Paperback,528,2004,6/12/2011,7/2/2011,fiction|own|horror,read,empty
